id,entry_id,account_code,debit_amount,credit_amount,description,entity_id,created_at,updated_at
369,185,6300,1300.00,0.00,Payrix*WOTSO HOLDINGS WOTSO HOLDINGS--22,3,2026-03-19 10:22:31.755168,2026-03-19 10:22:31.755183
370,185,1015,0.00,1300.00,Payrix*WOTSO HOLDINGS WOTSO HOLDINGS--22,3,2026-03-19 10:22:31.755187,2026-03-19 10:22:31.755190
371,186,6500,84.00,0.00,Intuit Quickbooks Sydney AU Card xx1999 Value Date: 10/03/2026,3,2026-03-19 10:22:32.671172,2026-03-19 10:22:32.671174
372,186,1015,0.00,84.00,Intuit Quickbooks Sydney AU Card xx1999 Value Date: 10/03/2026,3,2026-03-19 10:22:32.671175,2026-03-19 10:22:32.671176
373,187,6402,12.90,0.00,Caffeine Cartel Sydney AU Card xx1999 Value Date: 11/03/2026,3,2026-03-19 10:22:33.642685,2026-03-19 10:22:33.642698
374,187,1015,0.00,12.90,Caffeine Cartel Sydney AU Card xx1999 Value Date: 11/03/2026,3,2026-03-19 10:22:33.642701,2026-03-19 10:22:33.642702
375,188,1015,30.00,0.00,Fast Transfer From CROWDER C S reference:cassie crowder,3,2026-03-19 10:22:34.533618,2026-03-19 10:22:34.533631
376,188,6000,0.00,30.00,Fast Transfer From CROWDER C S reference:cassie crowder,3,2026-03-19 10:22:34.533636,2026-03-19 10:22:34.533639
377,189,1015,50.00,0.00,Fast Transfer From MEEGAN KING Arrears,3,2026-03-19 10:22:35.492789,2026-03-19 10:22:35.492801
378,189,6000,0.00,50.00,Fast Transfer From MEEGAN KING Arrears,3,2026-03-19 10:22:35.492804,2026-03-19 10:22:35.492805
379,190,6000,35.80,0.00,POST GORDON PS GORDON AU Card xx1999 Value Date: 09/03/2026,3,2026-03-19 10:22:36.472298,2026-03-19 10:22:36.472317
380,190,1015,0.00,35.80,POST GORDON PS GORDON AU Card xx1999 Value Date: 09/03/2026,3,2026-03-19 10:22:36.472318,2026-03-19 10:22:36.472320
575,288,5052,-49437.62,0.00,,2,2026-03-23 00:13:21.258936,2026-03-23 00:13:21.258937
576,288,1017,0.00,-49437.62,,2,2026-03-23 00:13:21.258937,2026-03-23 00:13:21.258937
577,289,5054,-3610.16,0.00,,2,2026-03-23 00:13:21.258938,2026-03-23 00:13:21.258938
578,289,1017,0.00,-3610.16,,2,2026-03-23 00:13:21.258939,2026-03-23 00:13:21.258939
579,290,5053,-3936.12,0.00,,2,2026-03-23 00:13:21.258939,2026-03-23 00:13:21.258940
580,290,1017,0.00,-3936.12,,2,2026-03-23 00:13:21.258940,2026-03-23 00:13:21.258941
581,291,2120,-311602.97,0.00,,2,2026-03-23 00:13:21.258941,2026-03-23 00:13:21.258941
582,291,1017,0.00,-311602.97,,2,2026-03-23 00:13:21.258942,2026-03-23 00:13:21.258942
583,292,1017,517704.55,0.00,,2,2026-03-23 00:13:21.258943,2026-03-23 00:13:21.258943
584,292,4021,0.00,517704.55,,2,2026-03-23 00:13:21.258944,2026-03-23 00:13:21.258944
585,293,1017,250747.69,0.00,,2,2026-03-23 00:13:52.941210,2026-03-23 00:13:52.941213
586,293,2100,0.00,250747.69,,2,2026-03-23 00:13:52.941214,2026-03-23 00:13:52.941215
587,294,2100,213936.19,0.00,,2,2026-03-23 00:13:52.941215,2026-03-23 00:13:52.941216
588,294,4000,0.00,213936.19,,2,2026-03-23 00:13:52.941216,2026-03-23 00:13:52.941217
589,295,1017,23135.71,0.00,,2,2026-03-23 00:13:52.941217,2026-03-23 00:13:52.941217
590,295,4000,0.00,23135.71,,2,2026-03-23 00:13:52.941218,2026-03-23 00:13:52.941218
591,296,1200,115769.61,0.00,,2,2026-03-23 00:13:52.941219,2026-03-23 00:13:52.941219
592,296,4025,0.00,115769.61,,2,2026-03-23 00:13:52.941220,2026-03-23 00:13:52.941220
593,297,1017,14649.66,0.00,,2,2026-03-23 00:13:52.941220,2026-03-23 00:13:52.941221
594,297,1200,0.00,14649.66,,2,2026-03-23 00:13:52.941221,2026-03-23 00:13:52.941222
595,298,1200,67810.54,0.00,,2,2026-03-23 00:13:52.941222,2026-03-23 00:13:52.941222
596,298,4010,0.00,67810.54,,2,2026-03-23 00:13:52.941223,2026-03-23 00:13:52.941223
597,299,5000,241390.92,0.00,,2,2026-03-23 00:13:52.941224,2026-03-23 00:13:52.941224
598,299,2120,0.00,241390.92,,2,2026-03-23 00:13:52.941225,2026-03-23 00:13:52.941225
599,300,5021,117174.34,0.00,,2,2026-03-23 00:13:52.941225,2026-03-23 00:13:52.941226
600,300,2120,0.00,117174.34,,2,2026-03-23 00:13:52.941226,2026-03-23 00:13:52.941227
601,301,5024,642.32,0.00,,2,2026-03-23 00:13:52.941227,2026-03-23 00:13:52.941227
602,301,2120,0.00,642.32,,2,2026-03-23 00:13:52.941228,2026-03-23 00:13:52.941228
603,302,5023,224.01,0.00,,2,2026-03-23 00:13:52.941229,2026-03-23 00:13:52.941229
604,302,2120,0.00,224.01,,2,2026-03-23 00:13:52.941229,2026-03-23 00:13:52.941230
605,303,5025,8962.04,0.00,,2,2026-03-23 00:13:52.941230,2026-03-23 00:13:52.941231
606,303,2120,0.00,8962.04,,2,2026-03-23 00:13:52.941231,2026-03-23 00:13:52.941231
607,304,5022,2027.66,0.00,,2,2026-03-23 00:13:52.941232,2026-03-23 00:13:52.941232
608,304,2120,0.00,2027.66,,2,2026-03-23 00:13:52.941233,2026-03-23 00:13:52.941233
609,305,5002,6471.00,0.00,,2,2026-03-23 00:13:52.941233,2026-03-23 00:13:52.941234
610,305,2120,0.00,6471.00,,2,2026-03-23 00:13:52.941234,2026-03-23 00:13:52.941235
611,306,5040,24798.55,0.00,,2,2026-03-23 00:13:52.941235,2026-03-23 00:13:52.941235
612,306,2120,0.00,24798.55,,2,2026-03-23 00:13:52.941236,2026-03-23 00:13:52.941236
613,307,5010,15057.58,0.00,,2,2026-03-23 00:13:52.941237,2026-03-23 00:13:52.941237
614,307,1017,0.00,15057.58,,2,2026-03-23 00:13:52.941237,2026-03-23 00:13:52.941238
615,308,5051,-7708.77,0.00,,2,2026-03-23 00:13:52.941238,2026-03-23 00:13:52.941239
616,308,1017,0.00,-7708.77,,2,2026-03-23 00:13:52.941239,2026-03-23 00:13:52.941239
617,309,1017,73050.00,0.00,,2,2026-03-23 00:13:52.941240,2026-03-23 00:13:52.941240
618,309,2110,0.00,73050.00,,2,2026-03-23 00:13:52.941241,2026-03-23 00:13:52.941241
619,310,2110,-57650.00,0.00,,2,2026-03-23 00:13:52.941241,2026-03-23 00:13:52.941242
620,310,1017,0.00,-57650.00,,2,2026-03-23 00:13:52.941242,2026-03-23 00:13:52.941243
621,311,5052,-49437.62,0.00,,2,2026-03-23 00:13:52.941243,2026-03-23 00:13:52.941243
622,311,1017,0.00,-49437.62,,2,2026-03-23 00:13:52.941244,2026-03-23 00:13:52.941244
623,312,5054,-3610.16,0.00,,2,2026-03-23 00:13:52.941245,2026-03-23 00:13:52.941245
624,312,1017,0.00,-3610.16,,2,2026-03-23 00:13:52.941245,2026-03-23 00:13:52.941246
625,313,5053,-3936.12,0.00,,2,2026-03-23 00:13:52.941246,2026-03-23 00:13:52.941247
626,313,1017,0.00,-3936.12,,2,2026-03-23 00:13:52.941247,2026-03-23 00:13:52.941247
627,314,2120,-311602.97,0.00,,2,2026-03-23 00:13:52.941248,2026-03-23 00:13:52.941248
628,314,1017,0.00,-311602.97,,2,2026-03-23 00:13:52.941249,2026-03-23 00:13:52.941249
629,315,1017,517704.55,0.00,,2,2026-03-23 00:13:52.941249,2026-03-23 00:13:52.941250
630,315,4021,0.00,517704.55,,2,2026-03-23 00:13:52.941250,2026-03-23 00:13:52.941251
633,317,1017,520422.66,0.00,,2,2026-05-21 05:01:19.929618,2026-05-21 05:01:19.929625
634,317,2100,0.00,520422.66,,2,2026-05-21 05:01:19.929628,2026-05-21 05:01:19.929631
635,318,2100,528731.72,0.00,,2,2026-05-21 05:01:19.929633,2026-05-21 05:01:19.929635
636,318,4000,0.00,528731.72,,2,2026-05-21 05:01:19.929637,2026-05-21 05:01:19.929639
637,319,1017,18499.71,0.00,,2,2026-05-21 05:01:19.929641,2026-05-21 05:01:19.929643
638,319,1200,0.00,18499.71,,2,2026-05-21 05:01:19.929645,2026-05-21 05:01:19.929647
639,320,1200,16493.29,0.00,,2,2026-05-21 05:01:19.929650,2026-05-21 05:01:19.929651
640,320,4010,0.00,16493.29,,2,2026-05-21 05:01:19.929654,2026-05-21 05:01:19.929656
641,321,1017,12147.10,0.00,,2,2026-05-21 05:01:19.929658,2026-05-21 05:01:19.929659
642,321,1200,0.00,12147.10,,2,2026-05-21 05:01:19.929662,2026-05-21 05:01:19.929664
643,322,5040,34902.11,0.00,,2,2026-05-21 05:01:19.929666,2026-05-21 05:01:19.929668
644,322,2120,0.00,34902.11,,2,2026-05-21 05:01:19.929670,2026-05-21 05:01:19.929671
645,323,5010,21005.73,0.00,,2,2026-05-21 05:01:19.929674,2026-05-21 05:01:19.929676
646,323,1017,0.00,21005.73,,2,2026-05-21 05:01:19.929678,2026-05-21 05:01:19.929680
647,324,5051,-628.73,0.00,,2,2026-05-21 05:01:19.929682,2026-05-21 05:01:19.929684
648,324,1017,0.00,-628.73,,2,2026-05-21 05:01:19.929686,2026-05-21 05:01:19.929688
649,325,5052,-115210.48,0.00,,2,2026-05-21 05:01:19.929690,2026-05-21 05:01:19.929692
650,325,1017,0.00,-115210.48,,2,2026-05-21 05:01:19.929694,2026-05-21 05:01:19.929696
651,326,5054,-463.22,0.00,,2,2026-05-21 05:01:19.929698,2026-05-21 05:01:19.929700
652,326,1017,0.00,-463.22,,2,2026-05-21 05:01:19.929703,2026-05-21 05:01:19.929706
653,327,5053,-1273.76,0.00,,2,2026-05-21 05:01:19.929708,2026-05-21 05:01:19.929710
654,327,1017,0.00,-1273.76,,2,2026-05-21 05:01:19.929712,2026-05-21 05:01:19.929714
655,328,2120,-337114.31,0.00,,2,2026-05-21 05:01:19.929716,2026-05-21 05:01:19.929718
656,328,1017,0.00,-337114.31,,2,2026-05-21 05:01:19.929720,2026-05-21 05:01:19.929722
657,329,1017,529379.38,0.00,,2,2026-05-21 05:01:19.929724,2026-05-21 05:01:19.929726
658,329,4021,0.00,529379.38,,2,2026-05-21 05:01:19.929730,2026-05-21 05:01:19.929732
659,330,1017,70595.83,0.00,,2,2026-05-21 05:01:57.879407,2026-05-21 05:01:57.879413
660,330,2100,0.00,70595.83,,2,2026-05-21 05:01:57.879416,2026-05-21 05:01:57.879418
661,331,2100,79807.06,0.00,,2,2026-05-21 05:01:57.879420,2026-05-21 05:01:57.879422
662,331,4000,0.00,79807.06,,2,2026-05-21 05:01:57.879424,2026-05-21 05:01:57.879425
663,332,1017,150.00,0.00,,2,2026-05-21 05:01:57.879427,2026-05-21 05:01:57.879429
664,332,1200,0.00,150.00,,2,2026-05-21 05:01:57.879431,2026-05-21 05:01:57.879432
665,333,5040,1680.00,0.00,,2,2026-05-21 05:01:57.879434,2026-05-21 05:01:57.879436
666,333,2120,0.00,1680.00,,2,2026-05-21 05:01:57.879438,2026-05-21 05:01:57.879439
667,334,5010,2882.83,0.00,,2,2026-05-21 05:01:57.879441,2026-05-21 05:01:57.879442
668,334,1017,0.00,2882.83,,2,2026-05-21 05:01:57.879444,2026-05-21 05:01:57.879446
669,335,5052,-16737.45,0.00,,2,2026-05-21 05:01:57.879447,2026-05-21 05:01:57.879449
670,335,1017,0.00,-16737.45,,2,2026-05-21 05:01:57.879451,2026-05-21 05:01:57.879453
671,336,2120,-45503.90,0.00,,2,2026-05-21 05:01:57.879454,2026-05-21 05:01:57.879456
672,336,1017,0.00,-45503.90,,2,2026-05-21 05:01:57.879458,2026-05-21 05:01:57.879459
673,337,1017,70745.83,0.00,,2,2026-05-21 05:01:57.879461,2026-05-21 05:01:57.879462
674,337,4021,0.00,70745.83,,2,2026-05-21 05:01:57.879464,2026-05-21 05:01:57.879466
699,350,1001,12000.00,0.00,FAST PAYMENT OTHR WISE SM3P260204727213 SM3P260204727213,2,2026-05-22 09:25:38.239263,2026-05-22 09:25:38.239266
700,350,1016,0.00,12000.00,FAST PAYMENT OTHR WISE SM3P260204727213 SM3P260204727213,2,2026-05-22 09:25:38.239267,2026-05-22 09:25:38.239267
701,351,1000,3000.00,0.00,FUND TRANSFER Fund Transfer to account 713147601001 SGD 3 000.00@1,2,2026-05-22 09:25:38.760034,2026-05-22 09:25:38.760036
702,351,1016,0.00,3000.00,FUND TRANSFER Fund Transfer to account 713147601001 SGD 3 000.00@1,2,2026-05-22 09:25:38.760037,2026-05-22 09:25:38.760037
703,352,1016,35000.00,0.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P Uc8K,2,2026-05-22 09:25:39.268378,2026-05-22 09:25:39.268381
704,352,1018,0.00,35000.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P Uc8K,2,2026-05-22 09:25:39.268382,2026-05-22 09:25:39.268382
705,353,1001,10000.00,0.00,FAST PAYMENT OTHR WISE SM3P260212911698 SM3P260212911698,2,2026-05-22 09:25:39.801737,2026-05-22 09:25:39.801744
706,353,1016,0.00,10000.00,FAST PAYMENT OTHR WISE SM3P260212911698 SM3P260212911698,2,2026-05-22 09:25:39.801745,2026-05-22 09:25:39.801746
707,354,1001,22000.00,0.00,FAST PAYMENT OTHR WISE SM3P260216984938 SM3P260216984938,2,2026-05-22 09:25:40.335563,2026-05-22 09:25:40.335566
708,354,1016,0.00,22000.00,FAST PAYMENT OTHR WISE SM3P260216984938 SM3P260216984938,2,2026-05-22 09:25:40.335567,2026-05-22 09:25:40.335568
709,355,1000,3000.00,0.00,FUND TRANSFER Fund Transfer to account 713147601001 SGD 3 000.00@1,2,2026-05-22 09:25:40.839983,2026-05-22 09:25:40.839988
710,355,1016,0.00,3000.00,FUND TRANSFER Fund Transfer to account 713147601001 SGD 3 000.00@1,2,2026-05-22 09:25:40.839989,2026-05-22 09:25:40.839989
711,356,1016,25000.00,0.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P IxiG,2,2026-05-22 09:25:41.346824,2026-05-22 09:25:41.346829
712,356,1018,0.00,25000.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P IxiG,2,2026-05-22 09:25:41.346830,2026-05-22 09:25:41.346831
713,357,1001,20000.00,0.00,FAST PAYMENT OTHR WISE SM3P260218703834 SM3P260218703834,2,2026-05-22 09:25:41.866515,2026-05-22 09:25:41.866521
714,357,1016,0.00,20000.00,FAST PAYMENT OTHR WISE SM3P260218703834 SM3P260218703834,2,2026-05-22 09:25:41.866523,2026-05-22 09:25:41.866523
715,358,1000,5000.00,0.00,FUND TRANSFER Fund Transfer to account 713147601001 SGD 5 000.00@1,2,2026-05-22 09:25:42.435111,2026-05-22 09:25:42.435113
716,358,1016,0.00,5000.00,FUND TRANSFER Fund Transfer to account 713147601001 SGD 5 000.00@1,2,2026-05-22 09:25:42.435113,2026-05-22 09:25:42.435114
717,359,1016,15000.00,0.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P dr94,2,2026-05-22 09:25:42.944938,2026-05-22 09:25:42.944942
718,359,1018,0.00,15000.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P dr94,2,2026-05-22 09:25:42.944943,2026-05-22 09:25:42.944944
719,360,1016,24000.00,0.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P JZdU,2,2026-05-22 09:25:43.492333,2026-05-22 09:25:43.492336
720,360,1018,0.00,24000.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P JZdU,2,2026-05-22 09:25:43.492337,2026-05-22 09:25:43.492338
721,361,1001,24000.00,0.00,FAST PAYMENT OTHR WISE SM3P260227826421 SM3P260227826421,2,2026-05-22 09:25:44.029544,2026-05-22 09:25:44.029549
722,361,1016,0.00,24000.00,FAST PAYMENT OTHR WISE SM3P260227826421 SM3P260227826421,2,2026-05-22 09:25:44.029550,2026-05-22 09:25:44.029551
723,362,1000,15000.00,0.00,FUND TRANSFER Fund Transfer to account 713147601001 SGD 15 000.00@1,2,2026-05-22 09:25:44.540862,2026-05-22 09:25:44.540867
724,362,1016,0.00,15000.00,FUND TRANSFER Fund Transfer to account 713147601001 SGD 15 000.00@1,2,2026-05-22 09:25:44.540868,2026-05-22 09:25:44.540869
725,363,1016,10000.00,0.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P glVw,2,2026-05-22 09:25:45.080681,2026-05-22 09:25:45.080687
726,363,1018,0.00,10000.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P glVw,2,2026-05-22 09:25:45.080689,2026-05-22 09:25:45.080689
727,364,1000,10000.00,0.00,FUND TRANSFER Fund Transfer to account 713147601001 SGD 10 000.00@1,2,2026-05-22 09:25:45.619036,2026-05-22 09:25:45.619039
728,364,1016,0.00,10000.00,FUND TRANSFER Fund Transfer to account 713147601001 SGD 10 000.00@1,2,2026-05-22 09:25:45.619040,2026-05-22 09:25:45.619041
729,365,1016,9000.00,0.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P Sato,2,2026-05-22 09:25:46.147974,2026-05-22 09:25:46.147981
730,365,1018,0.00,9000.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P Sato,2,2026-05-22 09:25:46.147982,2026-05-22 09:25:46.147983
731,366,1016,17000.00,0.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P MiXo,2,2026-05-22 09:25:46.674962,2026-05-22 09:25:46.674968
732,366,1018,0.00,17000.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P MiXo,2,2026-05-22 09:25:46.674970,2026-05-22 09:25:46.674971
733,367,1016,4000.00,0.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P CqI7,2,2026-05-22 09:25:47.204081,2026-05-22 09:25:47.204087
734,367,1018,0.00,4000.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P CqI7,2,2026-05-22 09:25:47.204088,2026-05-22 09:25:47.204089
735,368,1000,10000.00,0.00,FUND TRANSFER Fund Transfer to account 713147601001 SGD 10 000.00@1,2,2026-05-22 09:25:47.713700,2026-05-22 09:25:47.713706
736,368,1016,0.00,10000.00,FUND TRANSFER Fund Transfer to account 713147601001 SGD 10 000.00@1,2,2026-05-22 09:25:47.713707,2026-05-22 09:25:47.713708
737,369,1001,20000.00,0.00,FAST PAYMENT OTHR WISE SM3P260312806109 SM3P260312806109,2,2026-05-22 09:25:48.227322,2026-05-22 09:25:48.227325
738,369,1016,0.00,20000.00,FAST PAYMENT OTHR WISE SM3P260312806109 SM3P260312806109,2,2026-05-22 09:25:48.227326,2026-05-22 09:25:48.227327
739,370,1016,11000.00,0.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P AvS8,2,2026-05-22 09:25:48.748578,2026-05-22 09:25:48.748585
740,370,1018,0.00,11000.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P AvS8,2,2026-05-22 09:25:48.748587,2026-05-22 09:25:48.748588
741,371,1001,11000.00,0.00,FAST PAYMENT OTHR WISE SM3P260316873305 SM3P260316873305,2,2026-05-22 09:25:49.295877,2026-05-22 09:25:49.295881
742,371,1016,0.00,11000.00,FAST PAYMENT OTHR WISE SM3P260316873305 SM3P260316873305,2,2026-05-22 09:25:49.295882,2026-05-22 09:25:49.295883
743,372,1016,8000.00,0.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P zlno,2,2026-05-22 09:25:49.814596,2026-05-22 09:25:49.814599
744,372,1018,0.00,8000.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P zlno,2,2026-05-22 09:25:49.814600,2026-05-22 09:25:49.814601
745,373,1016,11000.00,0.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P r4ib,2,2026-05-22 09:25:50.338336,2026-05-22 09:25:50.338343
746,373,1018,0.00,11000.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P r4ib,2,2026-05-22 09:25:50.338344,2026-05-22 09:25:50.338345
747,374,1001,10000.00,0.00,FAST PAYMENT OTHR WISE SM3P260317901144 SM3P260317901144,2,2026-05-22 09:25:50.850490,2026-05-22 09:25:50.850495
748,374,1016,0.00,10000.00,FAST PAYMENT OTHR WISE SM3P260317901144 SM3P260317901144,2,2026-05-22 09:25:50.850496,2026-05-22 09:25:50.850498
749,375,1016,10000.00,0.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P DIiJ,2,2026-05-22 09:25:51.367399,2026-05-22 09:25:51.367402
750,375,1018,0.00,10000.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P DIiJ,2,2026-05-22 09:25:51.367404,2026-05-22 09:25:51.367405
751,376,1016,15000.00,0.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P wTeL,2,2026-05-22 09:25:51.884770,2026-05-22 09:25:51.884780
752,376,1018,0.00,15000.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P wTeL,2,2026-05-22 09:25:51.884782,2026-05-22 09:25:51.884783
753,377,1000,5000.00,0.00,FUND TRANSFER Fund Transfer to account 713147601001 SGD 5 000.00@1,2,2026-05-22 09:25:52.405085,2026-05-22 09:25:52.405090
754,377,1016,0.00,5000.00,FUND TRANSFER Fund Transfer to account 713147601001 SGD 5 000.00@1,2,2026-05-22 09:25:52.405091,2026-05-22 09:25:52.405092
755,378,1016,13000.00,0.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P B8ag,2,2026-05-22 09:25:52.913766,2026-05-22 09:25:52.913768
756,378,1018,0.00,13000.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P B8ag,2,2026-05-22 09:25:52.913769,2026-05-22 09:25:52.913770
757,379,1001,42000.00,0.00,FAST PAYMENT OTHR WISE SM3P260327770642 SM3P260327770642,2,2026-05-22 09:25:53.478900,2026-05-22 09:25:53.478905
758,379,1016,0.00,42000.00,FAST PAYMENT OTHR WISE SM3P260327770642 SM3P260327770642,2,2026-05-22 09:25:53.478906,2026-05-22 09:25:53.478907
759,380,1016,20000.00,0.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P Isxe,2,2026-05-22 09:25:54.010053,2026-05-22 09:25:54.010059
760,380,1018,0.00,20000.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P Isxe,2,2026-05-22 09:25:54.010060,2026-05-22 09:25:54.010061
761,381,1016,15000.00,0.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P PYHB,2,2026-05-22 09:25:54.537758,2026-05-22 09:25:54.537761
762,381,1018,0.00,15000.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P PYHB,2,2026-05-22 09:25:54.537762,2026-05-22 09:25:54.537763
