drive_id,name,outcome,invoice_id,is_invoice,document_type,entity_id,entity_source,counterparty_id,vendor_flag,coa,duplicate_of,timestamp
570012533(Drivelah Subscription fee 02.2025) (1).pdf,570012533(Drivelah Subscription fee 02.2025) (1).pdf,covered,,,,,,,,,inv#1067,2026-07-30T23:51:38.160153
SGIN26-368660.pdf,SGIN26-368660.pdf,covered,,,,,,,,,inv#274,2026-07-30T23:51:38.190077
30046367 DRILC 0004.pdf,30046367 DRILC 0004.pdf,covered,,,,,,,,,inv#846,2026-07-30T23:51:38.219262
1038359.PDF,1038359.PDF,covered,,,,,,,,,inv#465,2026-07-30T23:51:38.246899
Shannon Season Parking Aug 1 2024.jpg,Shannon Season Parking Aug 1 2024.jpg,covered,,,,,,,,,inv#1412,2026-07-30T23:51:38.274154
570012531(Drivelah Subscription fee 12.2024).pdf,570012531(Drivelah Subscription fee 12.2024).pdf,covered,,,,,,,,,inv#1158,2026-07-30T23:51:38.302157
237HL4 - Repo invoice.pdf,237HL4 - Repo invoice.pdf,covered,,,,,,,,,inv#1244,2026-07-30T23:51:38.331612
SGIN25-209858.pdf,SGIN25-209858.pdf,covered,,,,,,,,,inv#713,2026-07-30T23:51:38.360871
Invoice FINV4365.pdf,Invoice FINV4365.pdf,stray_loaded,1651,True,tax_invoice,3,bill_to,671,MATCHED,5032,,2026-07-30T23:51:38.388375
DRIVELAH $2000 JAN 2024.pdf,DRIVELAH $2000 JAN 2024.pdf,covered,,,,,,,,,inv#1569,2026-07-30T23:51:51.441436
Screenshot 2024-01-30 at 1.42.31 PM.png,Screenshot 2024-01-30 at 1.42.31 PM.png,covered,,,,,,,,,inv#1584,2026-07-30T23:51:51.470076
Drive Mate FTI00082176.pdf,Drive Mate FTI00082176.pdf,stray_loaded,1652,True,tax_invoice,3,bill_to,123,MATCHED,5033,,2026-07-30T23:51:51.498850
Excess Request (2).pdf,Excess Request (2).pdf,covered,,,,,,,,,inv#1290,2026-07-30T23:52:07.192900
1022671.PDF,1022671.PDF,covered,,,,,,,,,inv#1378,2026-07-30T23:52:07.222621
Dunning Letter-Drive Lah Pte. Ltd.-SGD-2024-03-25.pdf,Dunning Letter-Drive Lah Pte. Ltd.-SGD-2024-03-25.pdf,covered,,,,,,,,,inv#1539,2026-07-30T23:52:07.251390
Invoice INV-3582.pdf,Invoice INV-3582.pdf,covered,,,,,,,,,inv#1394,2026-07-30T23:52:07.282241
Invoice- 00051368.png,Invoice- 00051368.png,stray_loaded,1653,True,tax_invoice,3,bill_to,651,MATCHED,5032,,2026-07-30T23:52:07.310867
25.0073.pdf,25.0073.pdf,duplicate,,,,,,,,,inv#894,2026-07-30T23:52:21.044487
20251013 ATO - Overdue Super - Drive Lah.pdf,20251013 ATO - Overdue Super - Drive Lah.pdf,not_invoice,,,other,,,,,,,2026-07-30T23:52:35.987421
New Claim Acknowledgement BFD64T.pdf,New Claim Acknowledgement BFD64T.pdf,covered,,,,,,,,,inv#1130,2026-07-30T23:52:36.015667
Invoice INV-3541.pdf,Invoice INV-3541.pdf,covered,,,,,,,,,inv#1440,2026-07-30T23:52:36.042808
SOA-000A5-SEPTEMBER -DRIVELAH.pdf,SOA-000A5-SEPTEMBER -DRIVELAH.pdf,covered,,,,,,,,,inv#1337,2026-07-30T23:52:36.070967
Autorola Invoice_AAU151893 - 1AY3CQ (1).pdf,Autorola Invoice_AAU151893 - 1AY3CQ (1).pdf,covered,,,,,,,,,inv#933,2026-07-30T23:52:36.099928
51459_Fee invoice.pdf,51459_Fee invoice.pdf,covered,,,,,,,,,inv#865,2026-07-30T23:52:36.132053
VH-PI-25-003465 (1).pdf,VH-PI-25-003465 (1).pdf,covered,,,,,,,,,inv#796,2026-07-30T23:52:36.160797
AU-404381103912.pdf,AU-404381103912.pdf,covered,,,,,,,,,inv#404,2026-07-30T23:52:36.187196
1764316786245-25112025-INV-6927212ae1f624978ad1b8f5-SMQ3066Y-JULIE.pdf,1764316786245-25112025-INV-6927212ae1f624978ad1b8f5-SMQ3066Y-JULIE.pdf,covered,,,,,,,,,inv#540,2026-07-30T23:52:36.216569
AlMo_invoice_Drivemate_OTOPLUG_November(2025_11_30).pdf,AlMo_invoice_Drivemate_OTOPLUG_November(2025_11_30).pdf,covered,,,,,,,,,inv#514,2026-07-30T23:52:36.246164
SOA-000A3-JULY -DRIVELAH (1).pdf,SOA-000A3-JULY -DRIVELAH (1).pdf,covered,,,,,,,,,inv#1391,2026-07-30T23:52:36.277572
TOKIO (4).PNG,TOKIO (4).PNG,covered,,,,,,,,,inv#1011,2026-07-30T23:52:36.307564
Invoice- 00051382.png,Invoice- 00051382.png,stray_loaded,1655,True,tax_invoice,3,bill_to,651,MATCHED,5032,,2026-07-30T23:52:36.335137
Nick_s invoices (11).pdf,Nick_s invoices (11).pdf,covered,,,,,,,,,inv#1283,2026-07-30T23:52:50.015594
Invoice- 00051369.png,Invoice- 00051369.png,stray_loaded,1656,True,tax_invoice,3,bill_to,651,MATCHED,5032,,2026-07-30T23:52:50.043107
REPAIR INVOICE (2).pdf,REPAIR INVOICE (2).pdf,covered,,,,,,,,,inv#748,2026-07-30T23:53:03.604103
Invoice_SGIN26_296249.pdf,Invoice_SGIN26_296249.pdf,covered,,,,,,,,,inv#315,2026-07-30T23:53:03.630736
DJ65YV Invoice-9877.pdf,DJ65YV Invoice-9877.pdf,covered,,,,,,,,,inv#1403,2026-07-30T23:53:03.659698
Drivemate Invoice FT00000002.pdf,Drivemate Invoice FT00000002.pdf,stray_loaded,1657,True,tax_invoice,3,bill_to,509,MATCHED,5060,,2026-07-30T23:53:03.690148
Drive_AS_Feb 26-Mar 03_007.pdf,Drive_AS_Feb 26-Mar 03_007.pdf,covered,,,,,,,,,inv#1560,2026-07-30T23:53:17.528838
AU-MRKV03249523 TaxInvoice.pdf,AU-MRKV03249523 TaxInvoice.pdf,covered,,,,,,,,,inv#756,2026-07-30T23:53:17.557766
Invoice_260144_from_ACE.pdf,Invoice_260144_from_ACE.pdf,stray_loaded,1658,True,tax_invoice,3,bill_to,28,MATCHED,6500,,2026-07-30T23:53:17.587169
SNL375P - FL Invoice 682592856a41d32e83195e85.pdf,SNL375P - FL Invoice 682592856a41d32e83195e85.pdf,covered,,,,,,,,,inv#860,2026-07-30T23:53:32.920634
SGIN24-205438.pdf,SGIN24-205438.pdf,covered,,,,,,,,,inv#1498,2026-07-30T23:53:32.950193
invoice_6c5c2654-0227-11f1-8e30-7323110f5926-1.pdf,invoice_6c5c2654-0227-11f1-8e30-7323110f5926-1.pdf,covered,,,,,,,,,inv#447,2026-07-30T23:53:32.978925
CLH802 - Repo invoice.pdf,CLH802 - Repo invoice.pdf,covered,,,,,,,,,inv#1239,2026-07-30T23:53:33.007540
00267077_20240627_113932.pdf,00267077_20240627_113932.pdf,covered,,,,,,,,,inv#1449,2026-07-30T23:53:33.032994
Invoice_INVFR0283926.pdf,Invoice_INVFR0283926.pdf,covered,,,,,,,,,inv#1479,2026-07-30T23:53:33.062111
Invoice_RMI24060008_DRIVE LAH PTE LTD.pdf,Invoice_RMI24060008_DRIVE LAH PTE LTD.pdf,covered,,,,,,,,,inv#1447,2026-07-30T23:53:33.089808
Auto Tech Locksmiths Pty Ltd Invoice #2428.pdf,Auto Tech Locksmiths Pty Ltd Invoice #2428.pdf,covered,,,,,,,,,inv#1179,2026-07-30T23:53:33.119460
25.0264.pdf,25.0264.pdf,stray_loaded,1659,True,tax_invoice,3,bill_to,28,MATCHED,6500,,2026-07-30T23:53:33.147581
SGIN25-209859.pdf,SGIN25-209859.pdf,covered,,,,,,,,,inv#714,2026-07-30T23:53:48.500803
ECV SOA June.pdf,ECV SOA June.pdf,covered,,,,,,,,,inv#1416,2026-07-30T23:53:48.529418
Invoice_CON06348_INVSGP12490.pdf,Invoice_CON06348_INVSGP12490.pdf,covered,,,,,,,,,inv#1474,2026-07-30T23:53:48.563541
SOA DRIVELAH MAR25 $820[1].pdf,SOA DRIVELAH MAR25 $820[1].pdf,covered,,,,,,,,,inv#925,2026-07-30T23:53:48.592233
574JJ8 - New Claim Acknowledgement VL40301694.pdf,574JJ8 - New Claim Acknowledgement VL40301694.pdf,not_invoice,1660,False,letter,3,bill_to,76,MATCHED,,,2026-07-30T23:53:48.621067
AU-MRKV0311883A - TaxInvoice.pdf,AU-MRKV0311883A - TaxInvoice.pdf,covered,,,,,,,,,inv#1004,2026-07-30T23:54:04.171190
Invoice_INVFR0496023.pdf,Invoice_INVFR0496023.pdf,covered,,,,,,,,,inv#434,2026-07-30T23:54:04.200896
Cedar towing invoice 68 (1).pdf,Cedar towing invoice 68 (1).pdf,covered,,,,,,,,,inv#1199,2026-07-30T23:54:04.237471
Ilya - INV-01252.pdf,Ilya - INV-01252.pdf,stray_loaded,1661,True,tax_invoice,3,bill_to,138,MATCHED,5032,,2026-07-30T23:54:04.264139
INV-01241 (4).pdf,INV-01241 (4).pdf,covered,,,,,,,,,inv#1626,2026-07-30T23:54:10.390628
Motor Fleet Renewal (June) Invoice 230555 - DRIVELA (1).pdf,Motor Fleet Renewal (June) Invoice 230555 - DRIVELA (1).pdf,covered,,,,,,,,,inv#673,2026-07-30T23:54:10.422079
Inv_18353_from_Rohde_Smash_Repairs.pdf,Inv_18353_from_Rohde_Smash_Repairs.pdf,covered,,,,,,,,,inv#905,2026-07-30T23:54:10.452085
Screenshot 2025-08-04 at 10.25.16 AM.png,Screenshot 2025-08-04 at 10.25.16 AM.png,covered,,,,,,,,,inv#655,2026-07-30T23:54:10.480586
SJD428 - Michael Invoice 1516 - $495.jpeg,SJD428 - Michael Invoice 1516 - $495.jpeg,covered,,,,,,,,,inv#1087,2026-07-30T23:54:10.508423
INVOICE-Car Stickers & Decal Printing (Large Back Stickers + Rent My Car) - 300124.pdf,INVOICE-Car Stickers & Decal Printing (Large Back Stickers + Rent My Car) - 300124.pdf,covered,,,,,,,,,inv#1558,2026-07-30T23:54:10.537041
VL40281639 - 1LL5DN.pdf,VL40281639 - 1LL5DN.pdf,covered,,,,,,,,,inv#1172,2026-07-30T23:54:10.563762
Invoice_INVFR0470571.pdf,Invoice_INVFR0470571.pdf,covered,,,,,,,,,inv#555,2026-07-30T23:54:10.592406
902205.pdf,902205.pdf,covered,,,,,,,,,inv#497,2026-07-30T23:54:10.619748
39162_Fee invoice (1).pdf,39162_Fee invoice (1).pdf,covered,,,,,,,,,inv#1076,2026-07-30T23:54:10.647809
INV0000190918 Feb DriveLah.pdf,INV0000190918 Feb DriveLah.pdf,stray_loaded,1662,True,tax_invoice,3,bill_to,509,MATCHED,5060,,2026-07-30T23:54:10.676964
AU-MRKV032019B8 TaxInvoice.pdf,AU-MRKV032019B8 TaxInvoice.pdf,covered,,,,,,,,,inv#876,2026-07-30T23:54:24.365537
DRIVE MATE FTI00088923.pdf,DRIVE MATE FTI00088923.pdf,covered,,,,,,,,,inv#1143,2026-07-30T23:54:24.394463
Nick_s invoices (6).pdf,Nick_s invoices (6).pdf,covered,,,,,,,,,inv#1283,2026-07-30T23:54:24.425546
2025-01-25 Invoice #3463 - Invoice (1).pdf,2025-01-25 Invoice #3463 - Invoice (1).pdf,covered,,,,,,,,,inv#1183,2026-07-30T23:54:24.452162
AU-MRKV02990500 - TaxInvoice.pdf,AU-MRKV02990500 - TaxInvoice.pdf,covered,,,,,,,,,inv#1282,2026-07-30T23:54:24.478719
1762934891631-SG-Third-Party-04-11-2025-_-Cash-Settlement_-SMH5824K_TnC-acceptance.pdf,1762934891631-SG-Third-Party-04-11-2025-_-Cash-Settlement_-SMH5824K_TnC-acceptance.pdf,covered,,,,,,,,,inv#565,2026-07-30T23:54:24.508200
1RM1BH- Melbourne Prestige Invoice 138 - $2950.pdf,1RM1BH- Melbourne Prestige Invoice 138 - $2950.pdf,covered,,,,,,,,,inv#1093,2026-07-30T23:54:24.536902
Tokio - Excess Section II - SJR5001B (1).pdf,Tokio - Excess Section II - SJR5001B (1).pdf,covered,,,,,,,,,inv#1508,2026-07-30T23:54:24.565321
AU-404381102206.pdf,AU-404381102206.pdf,covered,,,,,,,,,inv#510,2026-07-30T23:54:24.594300
inv 2533139.pdf,inv 2533139.pdf,covered,,,,,,,,,inv#482,2026-07-30T23:54:24.619750
20240605 Invoice - Data Management.pdf,20240605 Invoice - Data Management.pdf,covered,,,,,,,,,inv#1422,2026-07-30T23:54:24.649768
invoice-INVSGP12954.pdf,invoice-INVSGP12954.pdf,covered,,,,,,,,,inv#1017,2026-07-30T23:54:24.678173
VR Graphics Invoice October 2024.pdf,VR Graphics Invoice October 2024.pdf,covered,,,,,,,,,inv#1334,2026-07-30T23:54:24.709459
Drive LAH Invoice INV-4360.pdf,Drive LAH Invoice INV-4360.pdf,covered,,,,,,,,,inv#1075,2026-07-30T23:54:24.737921
SGIN25-720838.pdf,SGIN25-720838.pdf,covered,,,,,,,,,inv#494,2026-07-30T23:54:24.765343
INV 406-INV24-24477 GBL1750A.pdf,INV 406-INV24-24477 GBL1750A.pdf,covered,,,,,,,,,inv#1460,2026-07-30T23:54:24.795063
1766727688677-3215698_20251210_FEE-INVOICE.pdf,1766727688677-3215698_20251210_FEE-INVOICE.pdf,covered,,,,,,,,,inv#509,2026-07-30T23:54:24.825753
INV 405-INV24-24060 GBL1750A.pdf,INV 405-INV24-24060 GBL1750A.pdf,covered,,,,,,,,,inv#1493,2026-07-30T23:54:24.853430
image (2025-06-11T01_35_46Z).png,image (2025-06-11T01_35_46Z).png,covered,,,,,,,,,inv#803,2026-07-30T23:54:24.884041
Invoice 2200.pdf,Invoice 2200.pdf,covered,,,,,,,,,inv#1218,2026-07-30T23:54:24.912335
GINC-789-2024_2000227095_Drive Lah Pte. Ltd_2024-04-08T05_07_54 UTC.pdf,GINC-789-2024_2000227095_Drive Lah Pte. Ltd_2024-04-08T05_07_54 UTC.pdf,covered,,,,,,,,,inv#1469,2026-07-30T23:54:24.941241
image - 2024-06-11T121419.025.png,image - 2024-06-11T121419.025.png,covered,,,,,,,,,inv#1465,2026-07-30T23:54:24.968785
SNJ596D Invoice.pdf,SNJ596D Invoice.pdf,covered,,,,,,,,,inv#695,2026-07-30T23:54:24.996152
1GO8CS - Repair Invoice 18518.jpg,1GO8CS - Repair Invoice 18518.jpg,covered,,,,,,,,,inv#702,2026-07-30T23:54:25.025211
EZY11K-29112025M.pdf,EZY11K-29112025M.pdf,covered,,,,,,,,,inv#1007,2026-07-30T23:54:25.053994
Copy of Nick_s invoices (1).pdf,Copy of Nick_s invoices (1).pdf,covered,,,,,,,,,inv#1283,2026-07-30T23:54:25.081638
New Claim Acknowledgement (5) (1).pdf,New Claim Acknowledgement (5) (1).pdf,covered,,,,,,,,,inv#687,2026-07-30T23:54:25.110939
Drive Lah Inv_327.pdf,Drive Lah Inv_327.pdf,covered,,,,,,,,,inv#883,2026-07-30T23:54:25.138932
SGIN24-138231 (1).pdf,SGIN24-138231 (1).pdf,covered,,,,,,,,,inv#1475,2026-07-30T23:54:25.167902
Invoice_CON08122_INVSGP12736.pdf,Invoice_CON08122_INVSGP12736.pdf,stray_loaded,1663,True,tax_invoice,1,default,116,MATCHED,6701,,2026-07-30T23:54:25.197075
MELBOURNE PRESTIGE CENTRE TAX INV22 (1).pdf,MELBOURNE PRESTIGE CENTRE TAX INV22 (1).pdf,covered,,,,,,,,,inv#1206,2026-07-30T23:54:31.833753
Invoice - RS - Drive Lah Ventures Holding Pte Ltd - 38 (1).pdf,Invoice - RS - Drive Lah Ventures Holding Pte Ltd - 38 (1).pdf,covered,,,,,,,,,inv#932,2026-07-30T23:54:31.862125
New Claim Acknowledgement BCF33H.pdf,New Claim Acknowledgement BCF33H.pdf,covered,,,,,,,,,inv#1151,2026-07-30T23:54:31.891142
New Claim Acknowledgement (17).pdf,New Claim Acknowledgement (17).pdf,covered,,,,,,,,,inv#1152,2026-07-30T23:54:31.918454
1763601887206-Invoice-FDD2C2B-0003.pdf,1763601887206-Invoice-FDD2C2B-0003.pdf,covered,,,,,,,,,inv#550,2026-07-30T23:54:31.946337
Rego- YGT73E.jpeg,Rego- YGT73E.jpeg,covered,,,,,,,,,inv#866,2026-07-30T23:54:31.974800
inv 2537767.pdf,inv 2537767.pdf,covered,,,,,,,,,inv#481,2026-07-30T23:54:31.999203
INV 502-INV25_27706 GBL1750A.pdf,INV 502-INV25_27706 GBL1750A.pdf,covered,,,,,,,,,inv#1106,2026-07-30T23:54:32.039316
20240308172727463 (1).pdf,20240308172727463 (1).pdf,covered,,,,,,,,,inv#1551,2026-07-30T23:54:32.069082
processed-38BE2216-DF2B-47A3-8B62-86984F26DEDE (1).jpeg,processed-38BE2216-DF2B-47A3-8B62-86984F26DEDE (1).jpeg,covered,,,,,,,,,inv#772,2026-07-30T23:54:32.096557
Invoice-26C2DD67-0001.pdf,Invoice-26C2DD67-0001.pdf,covered,,,,,,,,,inv#1182,2026-07-30T23:54:32.124917
Motor fleet GT.pdf,Motor fleet GT.pdf,covered,,,,,,,,,inv#1055,2026-07-30T23:54:32.153058
1UU7JU - New Claim Acknowledgement.pdf,1UU7JU - New Claim Acknowledgement.pdf,covered,,,,,,,,,inv#954,2026-07-30T23:54:32.181173
52641_FEE INVOICE.pdf,52641_FEE INVOICE.pdf,covered,,,,,,,,,inv#779,2026-07-30T23:54:32.210503
NotSeparatedPrincipalAndDependentNewFormat PC18105 - BI00046661_H.xls,NotSeparatedPrincipalAndDependentNewFormat PC18105 - BI00046661_H.xls,not_invoice,,,other,,,,,,,2026-07-30T23:54:32.240775
5123420472-04 DN Dec 2025.pdf,5123420472-04 DN Dec 2025.pdf,covered,,,,,,,,,inv#450,2026-07-30T23:54:32.270522
invoice-to-DriveLah-Feb-Mar2024.pdf,invoice-to-DriveLah-Feb-Mar2024.pdf,covered,,,,,,,,,inv#965,2026-07-30T23:54:32.299972
Drive Mate FTI00082411.pdf,Drive Mate FTI00082411.pdf,stray_loaded,1664,True,tax_invoice,3,bill_to,123,MATCHED,5033,,2026-07-30T23:54:32.326561
1767942168860-6960866692a2db2bed380b24-SLU3389G-PATRICK.pdf,1767942168860-6960866692a2db2bed380b24-SLU3389G-PATRICK.pdf,covered,,,,,,,,,inv#491,2026-07-30T23:54:48.074251
invoice-to-DriveLah-Aug-Sep2025.pdf,invoice-to-DriveLah-Aug-Sep2025.pdf,stray_loaded,1665,True,invoice,2,bill_to,128,MATCHED,6401,,2026-07-30T23:54:48.102726
Invoice_02010_October 2024-2 (1).pdf,Invoice_02010_October 2024-2 (1).pdf,covered,,,,,,,,,inv#848,2026-07-30T23:54:54.559110
2361.pdf,2361.pdf,covered,,,,,,,,,inv#1181,2026-07-30T23:54:54.585915
SGIN24-65575.pdf,SGIN24-65575.pdf,covered,,,,,,,,,inv#1538,2026-07-30T23:54:54.614135
INV 501-INV24_27264 GBL1750A.pdf,INV 501-INV24_27264 GBL1750A.pdf,covered,,,,,,,,,inv#1192,2026-07-30T23:54:54.641923
1035455.PDF,1035455.PDF,covered,,,,,,,,,inv#620,2026-07-30T23:54:54.672293
1037113_1.PDF,1037113_1.PDF,covered,,,,,,,,,inv#636,2026-07-30T23:54:54.700834
1778042071539-INV.10716-2.pdf,1778042071539-INV.10716-2.pdf,covered,,,,,,,,,inv#321,2026-07-30T23:54:54.732715
Drivemate invoice (1).pdf,Drivemate invoice (1).pdf,covered,,,,,,,,,inv#962,2026-07-30T23:54:54.761535
IMG_9858.jpg,IMG_9858.jpg,covered,,,,,,,,,inv#898,2026-07-30T23:54:54.788984
freetexttaxinvoice (2) (1).pdf,freetexttaxinvoice (2) (1).pdf,covered,,,,,,,,,inv#1296,2026-07-30T23:54:54.817591
Statement for DRIVE LAH AUSTRALIA PTY LTD  As At 01Oct2024.pdf,Statement for DRIVE LAH AUSTRALIA PTY LTD  As At 01Oct2024.pdf,covered,,,,,,,,,inv#1350,2026-07-30T23:54:54.847988
Inv_18474_from_Rohde_Smash_Repairs (2).pdf,Inv_18474_from_Rohde_Smash_Repairs (2).pdf,covered,,,,,,,,,inv#798,2026-07-30T23:54:54.875441
New Claim Acknowledgement (2).pdf,New Claim Acknowledgement (2).pdf,covered,,,,,,,,,inv#964,2026-07-30T23:54:54.907192
Excess Request (11).pdf,Excess Request (11).pdf,covered,,,,,,,,,inv#831,2026-07-30T23:54:54.938275
Ilya - INV-01251.pdf,Ilya - INV-01251.pdf,stray_loaded,1666,True,tax_invoice,3,bill_to,138,MATCHED,5032,,2026-07-30T23:54:54.965290
AU-MRKV0340979B TaxInvoice.pdf,AU-MRKV0340979B TaxInvoice.pdf,covered,,,,,,,,,inv#518,2026-07-30T23:55:01.055892
Screenshot 2025-08-04 at 11.07.58 AM.png,Screenshot 2025-08-04 at 11.07.58 AM.png,covered,,,,,,,,,inv#649,2026-07-30T23:55:01.084021
Excess Request 923YNZ $3000 (1) (1).pdf,Excess Request 923YNZ $3000 (1) (1).pdf,covered,,,,,,,,,inv#1036,2026-07-30T23:55:01.113390
Invoice INV-3635.pdf,Invoice INV-3635.pdf,covered,,,,,,,,,inv#1372,2026-07-30T23:55:01.141347
WhatsApp Image 2024-05-28 at 14.18.23.jpeg,WhatsApp Image 2024-05-28 at 14.18.23.jpeg,covered,,,,,,,,,inv#1483,2026-07-30T23:55:01.170247
INV 0404 (1).pdf,INV 0404 (1).pdf,covered,,,,,,,,,inv#857,2026-07-30T23:55:01.199424
Invoice - RS - Drive Lah Ventures Holding Pte Ltd - 40.pdf,Invoice - RS - Drive Lah Ventures Holding Pte Ltd - 40.pdf,covered,,,,,,,,,inv#1000,2026-07-30T23:55:01.229219
SMA3388C Invoice.pdf,SMA3388C Invoice.pdf,covered,,,,,,,,,inv#635,2026-07-30T23:55:01.258788
SGIN26-296225.pdf,SGIN26-296225.pdf,covered,,,,,,,,,inv#275,2026-07-30T23:55:01.287669
SKS1392G Invoice.pdf,SKS1392G Invoice.pdf,covered,,,,,,,,,inv#693,2026-07-30T23:55:01.316615
Invoice_INV_MI_23958 (1).pdf,Invoice_INV_MI_23958 (1).pdf,covered,,,,,,,,,inv#999,2026-07-30T23:55:01.345538
DRIVELAH $2220.00 AUG 24.pdf,DRIVELAH $2220.00 AUG 24.pdf,covered,,,,,,,,,inv#1333,2026-07-30T23:55:01.374051
Invoice INV-1234.pdf,Invoice INV-1234.pdf,covered,,,,,,,,,inv#1542,2026-07-30T23:55:01.402503
00006402.pdf,00006402.pdf,covered,,,,,,,,,inv#1225,2026-07-30T23:55:01.432112
INV 510-INV25_31052 GBL1750A.pdf,INV 510-INV25_31052 GBL1750A.pdf,stray_loaded,1667,True,tax_invoice,2,bill_to,27,MATCHED,5001,,2026-07-30T23:55:01.458634
1782708580553-INV-01295.pdf,1782708580553-INV-01295.pdf,covered,,,,,,,,,inv#270,2026-07-30T23:55:05.180780
DRIVE MATE FTI00088707.pdf,DRIVE MATE FTI00088707.pdf,covered,,,,,,,,,inv#1144,2026-07-30T23:55:05.209040
DRIVE MATE AUSTRALIA PTY LTD FTI00090499.pdf,DRIVE MATE AUSTRALIA PTY LTD FTI00090499.pdf,covered,,,,,,,,,inv#944,2026-07-30T23:55:05.238908
Assessment fee 581JG2.pdf,Assessment fee 581JG2.pdf,covered,,,,,,,,,inv#1197,2026-07-30T23:55:05.267842
AWS.PNG,AWS.PNG,covered,,,,,,,,,inv#1168,2026-07-30T23:55:05.293396
INV02312261_A00062140_12032024.pdf,INV02312261_A00062140_12032024.pdf,covered,,,,,,,,,inv#1014,2026-07-30T23:55:05.321502
25.0101.pdf,25.0101.pdf,duplicate,,,,,,,,,inv#895,2026-07-30T23:55:05.350840
image - 2025-01-05T140515.331.png,image - 2025-01-05T140515.331.png,covered,,,,,,,,,inv#1205,2026-07-30T23:55:20.611394
FTI1100000815 (1).pdf,FTI1100000815 (1).pdf,covered,,,,,,,,,inv#753,2026-07-30T23:55:20.639140
Invoice INV138669.pdf,Invoice INV138669.pdf,covered,,,,,,,,,inv#715,2026-07-30T23:55:20.669589
R202034.pdf,R202034.pdf,covered,,,,,,,,,inv#455,2026-07-30T23:55:20.699877
"180JT6 - ACT Invoice 13615 - $2,824.25.pdf","180JT6 - ACT Invoice 13615 - $2,824.25.pdf",covered,,,,,,,,,inv#1121,2026-07-30T23:55:20.728278
Invoice_INVFR0561321.pdf,Invoice_INVFR0561321.pdf,covered,,,,,,,,,inv#299,2026-07-30T23:55:20.758790
Invoice_99690 (1).pdf,Invoice_99690 (1).pdf,covered,,,,,,,,,inv#1102,2026-07-30T23:55:20.788950
"Mar 17, 2024 car washing.pdf","Mar 17, 2024 car washing.pdf",covered,,,,,,,,,inv#1541,2026-07-30T23:55:20.817024
Invoice INV137016.pdf,Invoice INV137016.pdf,stray_loaded,1669,True,tax_invoice,3,bill_to,65,MATCHED,5030,,2026-07-30T23:55:20.844702
INVOICE-3797-1.pdf,INVOICE-3797-1.pdf,covered,,,,,,,,,inv#541,2026-07-30T23:55:24.601416
SGIN25-139689.pdf,SGIN25-139689.pdf,covered,,,,,,,,,inv#1018,2026-07-30T23:55:24.630210
Drive Lah - May_24.pdf,Drive Lah - May_24.pdf,covered,,,,,,,,,inv#1455,2026-07-30T23:55:24.654663
1646Nxm2ich6nw0J82OFE5Zgbuht22jIZ,Invoice 12221.pdf,error,,,,,,,,,[Errno 2] No such file or directory: '/tmp/drive_f,2026-07-30T23:55:34.832943
1EP06Y7gdSHaua5sLNUoCDyYn0eAUGAei,00000616_20260729_165809.pdf,error,,,,,,,,,[Errno 2] No such file or directory: '/tmp/drive_f,2026-07-30T23:55:34.833093
1tgGhFo8i1Plh4mWy_UqQ7xFH854CH22v,June 2026 otoplug.png,error,,,,,,,,,[Errno 2] No such file or directory: '/tmp/drive_f,2026-07-30T23:55:34.833170
13oSJQPuWjZw8PbO2pAxSssAqzHoHt6cq,Invoice for NEW (Invoice No_ NW20250000010843).pdf,error,,,,,,,,,[Errno 2] No such file or directory: '/tmp/drive_f,2026-07-30T23:55:34.833222
1XeFAoyEwn03pdtj_PpqT8HdDxvr7H3Pd,PB22415.png,error,,,,,,,,,[Errno 2] No such file or directory: '/tmp/drive_f,2026-07-30T23:55:34.833268
1RxU3uISWtYVHX1A2DHlUlIT973bNfO1e,PI-SUM-26-076463.pdf,error,,,,,,,,,[Errno 2] No such file or directory: '/tmp/drive_f,2026-07-30T23:55:34.833309
1__IvjEnAo-v13qg1MADHz3Vr_V_jZCPN,Invoice_260197_from_ACE.pdf,error,,,,,,,,,[Errno 2] No such file or directory: '/tmp/drive_f,2026-07-30T23:55:34.833350
1VZoqzeKvYKv5roB4nOqFdBMmRm2414pn,Invoice_260171_from_ACE.pdf,error,,,,,,,,,[Errno 2] No such file or directory: '/tmp/drive_f,2026-07-30T23:55:34.833387
1E4MPCdpp88wH2B2QzW6HpL2G1TQ12Z9Q,Invoice_260121_from_ACE.pdf,not_invoice,,,other,,,,,,,2026-07-30T23:55:34.833427
1hY_sYn592m6iWx5MgbNdrBvWNHV-vvYz,Invoice_260073_from_ACE.pdf,not_invoice,,,other,,,,,,,2026-07-30T23:55:34.891783
1fPCn3n9ruMmp2sCo4_4NvFbWGNhAoFh3,Invoice_260144_from_ACE.pdf,not_invoice,,,other,,,,,,,2026-07-30T23:55:34.922331
15vgKVMmc4L29eNk6e1aFeQrVGmIuc3mc,1781745270126-Repair-invoice-1.pdf,error,,,,,,,,,[Errno 2] No such file or directory: '/tmp/drive_f,2026-07-30T23:55:34.954601
1r-BuKx4hxMHfaQbmFF4WcJl5VUFVFBKz,1781591657151-4048763_20260611_FEE-INVOICE-B.pdf,not_invoice,,,other,,,,,,,2026-07-30T23:55:34.978788
