#,txn_date,value_date,amount,running_balance,description
311,2024-11-13,2024-11-13,2.80,19108.15,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
312,2024-11-13,2024-11-13,31.35,19139.50,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
313,2024-11-13,2024-11-13,11.11,19150.61,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\33 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
314,2024-11-13,2024-11-13,35.68,19186.29,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
315,2024-11-13,2024-11-13,26.46,19212.75,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
316,2024-11-13,2024-11-13,1.45,19214.20,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
317,2024-11-13,2024-11-13,25.55,19239.75,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
318,2024-11-14,2024-11-14,-1.81,19237.94,DEBIT PURCHASE AUD 2.00 12/11/24 xx-4180 DRIVE MATE MEL
319,2024-11-14,2024-11-14,-1.81,19236.13,DEBIT PURCHASE AUD 2.00 12/11/24 xx-4180 DRIVE MATE MEL
320,2024-11-14,2024-11-14,-1.81,19234.32,DEBIT PURCHASE AUD 2.00 12/11/24 xx-4180 DRIVE MATE MEL
321,2024-11-14,2024-11-14,-1.81,19232.51,DEBIT PURCHASE AUD 2.00 12/11/24 xx-4180 DRIVE MATE MEL
322,2024-11-14,2024-11-14,-1.81,19230.70,"DEBIT PURCHASE AUD 2.00 12/11/24 xx-4180 DRIVE MATE MEL RNB05ESNB\34 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
323,2024-11-14,2024-11-14,-1.81,19228.89,DEBIT PURCHASE AUD 2.00 12/11/24 xx-4180 DRIVE MATE MEL
324,2024-11-14,2024-11-14,-15.33,19213.56,DEBIT PURCHASE USD 11.12 11/11/24 xx-4180 WHALE RON
325,2024-11-14,2024-11-14,-40.53,19173.03,DEBIT PURCHASE USD 29.40 12/11/24 xx-4180 OCTOPODS OMNICHANNEL COR
326,2024-11-14,2024-11-14,-1306.09,17866.94,DEBIT PURCHASE USD 952.19 11/11/24 xx-4699 Twilio XMD6XCXP2MRQ4V4 San
327,2024-11-14,2024-11-14,-1.82,17865.12,DEBIT PURCHASE AUD 2.00 12/11/24 xx-4180 DRIVE MATE MEL
328,2024-11-14,2024-11-14,-1.82,17863.30,DEBIT PURCHASE AUD 2.00 12/11/24 xx-4180 DRIVE MATE MEL
329,2024-11-14,2024-11-14,-1.82,17861.48,DEBIT PURCHASE AUD 2.00 12/11/24 xx-4180 DRIVE MATE MEL
330,2024-11-14,2024-11-14,-1.82,17859.66,"DEBIT PURCHASE AUD 2.00 12/11/24 xx-4180 DRIVE MATE MEL RNB05ESNB\35 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
331,2024-11-14,2024-11-14,-1.82,17857.84,DEBIT PURCHASE AUD 2.00 12/11/24 xx-4180 DRIVE MATE MEL
332,2024-11-14,2024-11-14,-1.82,17856.02,DEBIT PURCHASE AUD 2.00 12/11/24 xx-4180 DRIVE MATE MEL
333,2024-11-14,2024-11-14,40.00,17896.02,PAYMENT/TRANSFER OTHR S$ BALIWALA SHABBIR AB via PayNow: drivelah driv insura
334,2024-11-14,2024-11-14,105.00,18001.02,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
335,2024-11-14,2024-11-14,99.75,18100.77,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
336,2024-11-14,2024-11-14,51.62,18152.39,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
337,2024-11-14,2024-11-14,68.32,18220.71,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
338,2024-11-14,2024-11-14,68.64,18289.35,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
339,2024-11-14,2024-11-14,15.67,18305.02,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\36 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
340,2024-11-14,2024-11-14,19.98,18325.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
341,2024-11-14,2024-11-14,5.94,18330.94,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
342,2024-11-14,2024-11-14,44.24,18375.18,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
343,2024-11-14,2024-11-14,79.00,18454.18,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
344,2024-11-14,2024-11-14,59.92,18514.10,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
345,2024-11-14,2024-11-14,154.08,18668.18,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
346,2024-11-14,2024-11-14,4.04,18672.22,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
347,2024-11-14,2024-11-14,69.27,18741.49,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
348,2024-11-14,2024-11-14,30.69,18772.18,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
349,2024-11-14,2024-11-14,2.31,18774.49,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\37 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
350,2024-11-14,2024-11-14,4.45,18778.94,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
351,2024-11-15,2024-11-15,-131.50,18647.44,DEBIT PURCHASE USD 95.38 12/11/24 xx-2035 TRELLO.COM* ATLASSIAN NEW
352,2024-11-15,2024-11-15,-3000.00,15647.44,DEBIT PURCHASE 12/11/24 xx-8724 GOOGLE*ADS9173773995 CC
353,2024-11-15,2024-11-15,-43.74,15603.70,DEBIT PURCHASE USD 31.62 13/11/24 xx-4180 WHALE RON
354,2024-11-15,2024-11-15,-14.56,15589.14,DEBIT PURCHASE USD 10.53 13/11/24 xx-4180 WHALE RON
355,2024-11-15,2024-11-15,-14.52,15574.62,DEBIT PURCHASE USD 10.50 13/11/24 xx-4180 WHALE RON
356,2024-11-15,2024-11-15,30.00,15604.62,PAYMENT/TRANSFER OTHR S$ DZULFARHAN BIN ZULK via PayNow: Dzulfarhan
357,2024-11-15,2024-11-15,171.60,15776.22,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
358,2024-11-15,2024-11-15,36.18,15812.40,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\38 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
359,2024-11-15,2024-11-15,20.00,15832.40,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN DRVLAH8LZ3N 00Fv
360,2024-11-15,2024-11-15,86.00,15918.40,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
361,2024-11-15,2024-11-15,83.00,16001.40,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
362,2024-11-15,2024-11-15,148.00,16149.40,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
363,2024-11-15,2024-11-15,83.00,16232.40,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
364,2024-11-15,2024-11-15,37.48,16269.88,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
365,2024-11-15,2024-11-15,3.63,16273.51,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
366,2024-11-15,2024-11-15,24.17,16297.68,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
367,2024-11-15,2024-11-15,2.01,16299.69,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
368,2024-11-15,2024-11-15,91.09,16390.78,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\39 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
369,2024-11-15,2024-11-15,3.48,16394.26,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
370,2024-11-15,2024-11-15,2.31,16396.57,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
371,2024-11-15,2024-11-15,74.10,16470.67,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
372,2024-11-15,2024-11-15,82.55,16553.22,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
373,2024-11-15,2024-11-15,46746.00,63299.22,TT IN SGD USD 35000.00 OC241115009579000 TT-USD35000.00
374,2024-11-15,2024-11-15,-40000.00,23299.22,FAST PAYMENT OTHR WISE SM3P241115783720 SM3P241115783720
375,2024-11-15,2024-11-15,20.00,23319.22,PAYMENT/TRANSFER OTHR S$ MOHAMAD SAZLEE BIN via PayNow: Drivelah
376,2024-11-16,2024-11-16,-13.63,23305.59,"CCY CONVERSION FEE FOR: 1,362.50 SGD"
377,2024-11-16,2024-11-16,-730.98,22574.61,DEBIT PURCHASE USD 527.20 13/11/24 xx-4180 STONLY.COM NEW
378,2024-11-16,2024-11-16,-27.84,22546.77,"DEBIT PURCHASE USD 20.08 14/11/24 xx-4180 WHALE RON RNB05ESNB\40 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
379,2024-11-16,2024-11-16,-13.91,22532.86,DEBIT PURCHASE USD 10.04 14/11/24 xx-4180 WHALE RON
380,2024-11-16,2024-11-16,-27.73,22505.13,DEBIT PURCHASE USD 20.00 14/11/24 xx-3180 OPENAI *CHATGPT SUBSCR SAN
381,2024-11-16,2024-11-16,-310.64,22194.49,DEBIT PURCHASE USD 224.51 13/11/24 xx-8140 ZOOM.US 888-799-9666 San
382,2024-11-16,2024-11-16,-27.67,22166.82,DEBIT PURCHASE USD 20.00 13/11/24 xx-3180 OPENAI *CHATGPT SUBSCR SAN
383,2024-11-16,2024-11-16,-1362.50,20804.32,DEBIT PURCHASE 14/11/24 xx-8724 FACEBK *9VN95F8BY Dub
384,2024-11-16,2024-11-16,-91.92,20712.40,DEBIT PURCHASE USD 66.30 14/11/24 xx-6209 TIMETASTIC WIL
385,2024-11-17,2024-11-18,-0.59,20711.81,CCY CONVERSION FEE FOR: 59.00 SGD
386,2024-11-17,2024-11-18,-13.71,20698.10,DEBIT PURCHASE USD 9.89 14/11/24 xx-4180 WHALE RON
387,2024-11-17,2024-11-18,-59.00,20639.10,"DEBIT PURCHASE 14/11/24 xx-3586 SURVEYMONK* T 46255041 DUB RNB05ESNB\41 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
388,2024-11-18,2024-11-18,-2.20,20636.90,CCY CONVERSION FEE FOR: 220.33 SGD
389,2024-11-18,2024-11-18,-0.43,20636.47,CCY CONVERSION FEE FOR: 42.51 SGD
390,2024-11-18,2024-11-18,-42.51,20593.96,DEBIT PURCHASE 15/11/24 xx-8724 INTUIT *QBooks Online 800
391,2024-11-18,2024-11-18,-71.63,20522.33,DEBIT PURCHASE AUD 79.20 14/11/24 xx-8724 DNH*GODADDY#3410000767 13
392,2024-11-18,2024-11-18,-1.46,20520.87,DEBIT PURCHASE USD 1.05 15/11/24 xx-4648 MONDAY.COM 120
393,2024-11-18,2024-11-18,-192.80,20328.07,DEBIT PURCHASE GBP 109.00 15/11/24 xx-2090 DROPBOX DOCSEND SAN
394,2024-11-18,2024-11-18,-244.85,20083.22,DEBIT PURCHASE USD 175.95 16/11/24 xx-8724 SEMRUSH 312
395,2024-11-18,2024-11-18,-220.33,19862.89,DEBIT PURCHASE 16/11/24 xx-8724 Adobe 800
396,2024-11-18,2024-11-18,10.00,19872.89,"PAYMENT/TRANSFER OTHR S$ CHEONG YOON TIAN via PayNow: Add driver Mr Foo RNB05ESNB\42 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
397,2024-11-18,2024-11-18,31.35,19904.24,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
398,2024-11-18,2024-11-18,28.35,19932.59,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
399,2024-11-18,2024-11-18,48.83,19981.42,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
400,2024-11-18,2024-11-18,120.89,20102.31,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
401,2024-11-18,2024-11-18,72.11,20174.42,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
402,2024-11-18,2024-11-18,50.16,20224.58,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
403,2024-11-18,2024-11-18,48.20,20272.78,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
404,2024-11-18,2024-11-18,13.86,20286.64,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
405,2024-11-18,2024-11-18,257.40,20544.04,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
406,2024-11-18,2024-11-18,45.79,20589.83,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\43 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
407,2024-11-18,2024-11-18,7.37,20597.20,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
408,2024-11-18,2024-11-18,18.20,20615.40,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
409,2024-11-18,2024-11-18,43.00,20658.40,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
410,2024-11-18,2024-11-18,14.28,20672.68,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
411,2024-11-18,2024-11-18,16.90,20689.58,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
412,2024-11-18,2024-11-18,67.37,20756.95,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
413,2024-11-18,2024-11-18,100.00,20856.95,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
414,2024-11-18,2024-11-18,48.83,20905.78,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
415,2024-11-18,2024-11-18,15.05,20920.83,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
416,2024-11-18,2024-11-18,54.91,20975.74,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\44 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
417,2024-11-18,2024-11-18,33.60,21009.34,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
418,2024-11-18,2024-11-18,74.96,21084.30,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
419,2024-11-18,2024-11-18,39.97,21124.27,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
420,2024-11-18,2024-11-18,51.16,21175.43,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
421,2024-11-18,2024-11-18,136.63,21312.06,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
422,2024-11-18,2024-11-18,20.20,21332.26,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
423,2024-11-18,2024-11-18,27.53,21359.79,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN DRVLAHP0mIh OB4f
424,2024-11-18,2024-11-18,90.14,21449.93,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
425,2024-11-18,2024-11-18,80.00,21529.93,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
426,2024-11-18,2024-11-18,85.00,21614.93,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\45 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
427,2024-11-18,2024-11-18,4.40,21619.33,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
428,2024-11-18,2024-11-18,81.41,21700.74,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
429,2024-11-18,2024-11-18,45.89,21746.63,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
430,2024-11-18,2024-11-18,11.11,21757.74,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
431,2024-11-18,2024-11-18,20.00,21777.74,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
432,2024-11-18,2024-11-18,5.14,21782.88,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN DRVLAHpSPsO 8qKk
433,2024-11-18,2024-11-18,90.00,21872.88,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
434,2024-11-18,2024-11-18,85.80,21958.68,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
435,2024-11-18,2024-11-18,4.48,21963.16,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
436,2024-11-18,2024-11-18,8.78,21971.94,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN DRVLAHqPh9x YJT0 RNB05ESNB\46 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
437,2024-11-18,2024-11-18,64.52,22036.46,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
438,2024-11-18,2024-11-18,24.17,22060.63,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
439,2024-11-18,2024-11-18,16.28,22076.91,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
440,2024-11-18,2024-11-18,82.40,22159.31,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
441,2024-11-18,2024-11-18,71.29,22230.60,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
442,2024-11-18,2024-11-18,36.03,22266.63,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
443,2024-11-18,2024-11-18,4.86,22271.49,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
444,2024-11-18,2024-11-18,50.24,22321.73,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
445,2024-11-18,2024-11-18,56.56,22378.29,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
446,2024-11-18,2024-11-18,1.21,22379.50,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\47 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
447,2024-11-18,2024-11-18,23.16,22402.66,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
448,2024-11-18,2024-11-18,20.22,22422.88,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
449,2024-11-18,2024-11-18,10.00,22432.88,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
450,2024-11-18,2024-11-18,4.55,22437.43,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
451,2024-11-18,2024-11-18,72.00,22509.43,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
452,2024-11-18,2024-11-18,216.33,22725.76,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
453,2024-11-18,2024-11-18,22.42,22748.18,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
454,2024-11-18,2024-11-18,11.67,22759.85,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
455,2024-11-18,2024-11-18,1.80,22761.65,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
456,2024-11-19,2024-11-19,-4393.00,18368.65,"GIRO COLL 201900261M CPF BIZ RNB05ESNB\48 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
457,2024-11-19,2024-11-19,-13.63,18355.02,"CCY CONVERSION FEE FOR: 1,362.50 SGD"
458,2024-11-19,2024-11-19,-0.43,18354.59,CCY CONVERSION FEE FOR: 42.51 SGD
459,2024-11-19,2024-11-19,-1362.50,16992.09,DEBIT PURCHASE 16/11/24 xx-8724 FACEBK *8BQYQFYBY Dub
460,2024-11-19,2024-11-19,-1323.81,15668.28,DEBIT PURCHASE USD 950.23 16/11/24 xx-4699 Twilio ZLMZ7BXQ8PBMPK4 San
461,2024-11-19,2024-11-19,-42.51,15625.77,DEBIT PURCHASE 16/11/24 xx-8724 INTUIT *QBooks Online 800
462,2024-11-19,2024-11-19,-468.70,15157.07,DEBIT PURCHASE USD 336.81 16/11/24 xx-4648 MONDAY.COM 120
463,2024-11-19,2024-11-19,-3000.00,12157.07,DEBIT PURCHASE 16/11/24 xx-8724 GOOGLE*ADS9173773995 CC
464,2024-11-19,2024-11-19,4.04,12161.11,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
465,2024-11-19,2024-11-19,25.63,12186.74,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
466,2024-11-19,2024-11-19,17.82,12204.56,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\49 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
467,2024-11-19,2024-11-19,2.66,12207.22,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
468,2024-11-19,2024-11-19,75.00,12282.22,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
469,2024-11-19,2024-11-19,87.89,12370.11,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
470,2024-11-19,2024-11-19,51.38,12421.49,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
471,2024-11-19,2024-11-19,50.09,12471.58,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
472,2024-11-19,2024-11-19,61.95,12533.53,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
473,2024-11-19,2024-11-19,2.60,12536.13,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
474,2024-11-19,2024-11-19,3.63,12539.76,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN DRVLAH0zErk DlHS
475,2024-11-19,2024-11-19,157.78,12697.54,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
